sessao,minuto,hora,solar_kw,potencia_kw,temp_c,soc,comando
13,160,15.58,5.05,7.4,42.1,49.9,HIBRIDO_SOLAR_REDE
13,165,15.67,5.67,7.4,42.0,50.8,HIBRIDO_SOLAR_REDE
13,170,15.75,5.55,7.4,42.3,51.7,HIBRIDO_SOLAR_REDE
13,175,15.83,4.88,7.4,42.2,52.5,HIBRIDO_SOLAR_REDE
13,180,15.92,4.65,7.4,42.2,53.4,HIBRIDO_SOLAR_REDE
13,185,16.0,4.38,7.4,42.3,54.3,HIBRIDO_SOLAR_REDE
13,190,16.08,4.16,7.4,42.1,55.2,HIBRIDO_SOLAR_REDE
13,195,16.17,3.56,7.4,42.2,56.0,HIBRIDO_SOLAR_REDE
13,200,16.25,4.06,7.4,42.5,56.9,HIBRIDO_SOLAR_REDE
13,205,16.33,3.76,7.4,42.8,57.8,HIBRIDO_SOLAR_REDE
13,210,16.42,3.52,7.4,42.7,58.7,HIBRIDO_SOLAR_REDE
13,215,16.5,3.47,7.4,43.0,59.5,HIBRIDO_SOLAR_REDE
13,220,16.58,2.97,7.4,43.2,60.4,HIBRIDO_SOLAR_REDE
13,225,16.67,3.11,7.4,43.5,61.3,HIBRIDO_SOLAR_REDE
13,230,16.75,2.9,7.4,43.2,62.1,HIBRIDO_SOLAR_REDE
13,235,16.83,2.35,7.4,43.1,63.0,HIBRIDO_SOLAR_REDE
13,240,16.92,2.63,7.4,43.2,63.9,HIBRIDO_SOLAR_REDE
13,245,17.0,2.4,7.4,43.2,64.8,HIBRIDO_SOLAR_REDE
13,250,17.08,2.01,7.4,43.3,65.6,HIBRIDO_SOLAR_REDE
13,255,17.17,1.66,7.4,43.5,66.5,HIBRIDO_SOLAR_REDE
13,260,17.25,1.58,7.4,43.5,67.4,HIBRIDO_SOLAR_REDE
13,265,17.33,1.42,7.4,43.4,68.3,HIBRIDO_SOLAR_REDE
13,270,17.42,1.16,7.4,43.2,69.1,HIBRIDO_SOLAR_REDE
13,275,17.5,1.06,7.4,42.9,70.0,HIBRIDO_SOLAR_REDE
13,280,17.58,0.88,7.4,42.8,70.9,HIBRIDO_SOLAR_REDE
13,285,17.67,0.7,7.4,42.6,71.8,HIBRIDO_SOLAR_REDE
13,290,17.75,0.51,7.4,42.6,72.6,HIBRIDO_SOLAR_REDE
13,295,17.83,0.39,3.7,41.7,73.1,REDE_POTENCIA_REDUZIDA
13,300,17.92,0.21,3.7,41.1,73.5,REDE_POTENCIA_REDUZIDA
13,305,18.0,0.0,3.7,40.6,73.9,REDE_POTENCIA_REDUZIDA
13,310,18.08,0.0,3.7,39.9,74.4,REDE_POTENCIA_REDUZIDA
13,315,18.17,0.0,3.7,39.2,74.8,REDE_POTENCIA_REDUZIDA
13,320,18.25,0.0,3.7,38.5,75.2,REDE_POTENCIA_REDUZIDA
13,325,18.33,0.0,3.7,38.0,75.7,REDE_POTENCIA_REDUZIDA
13,330,18.42,0.0,3.7,37.7,76.1,REDE_POTENCIA_REDUZIDA
13,335,18.5,0.0,3.7,37.4,76.6,REDE_POTENCIA_REDUZIDA
13,340,18.58,0.0,3.7,37.4,77.0,REDE_POTENCIA_REDUZIDA
13,345,18.67,0.0,3.7,36.8,77.4,REDE_POTENCIA_REDUZIDA
13,350,18.75,0.0,3.7,36.8,77.9,REDE_POTENCIA_REDUZIDA
13,355,18.83,0.0,3.7,36.8,78.3,REDE_POTENCIA_REDUZIDA
13,360,18.92,0.0,3.7,36.5,78.7,REDE_POTENCIA_REDUZIDA
13,365,19.0,0.0,3.7,36.5,79.2,REDE_POTENCIA_REDUZIDA
13,370,19.08,0.0,3.7,36.4,79.6,REDE_POTENCIA_REDUZIDA
13,375,19.17,0.0,3.7,36.0,80.0,REDE_POTENCIA_REDUZIDA
13,380,19.25,0.0,2.22,35.6,80.3,REDE_POTENCIA_REDUZIDA
13,385,19.33,0.0,2.22,35.4,80.6,REDE_POTENCIA_REDUZIDA
13,390,19.42,0.0,2.22,35.0,80.8,REDE_POTENCIA_REDUZIDA
13,395,19.5,0.0,2.22,34.7,81.1,REDE_POTENCIA_REDUZIDA
13,400,19.58,0.0,2.22,34.6,81.4,REDE_POTENCIA_REDUZIDA
13,405,19.67,0.0,2.22,34.5,81.6,REDE_POTENCIA_REDUZIDA
13,410,19.75,0.0,2.22,34.1,81.9,REDE_POTENCIA_REDUZIDA
13,415,19.83,0.0,2.22,33.9,82.1,REDE_POTENCIA_REDUZIDA
13,420,19.92,0.0,2.22,33.5,82.4,REDE_POTENCIA_REDUZIDA
13,425,20.0,0.0,2.22,33.3,82.7,REDE_POTENCIA_REDUZIDA
13,430,20.08,0.0,2.22,32.9,82.9,REDE_POTENCIA_REDUZIDA
13,435,20.17,0.0,2.22,32.9,83.2,REDE_POTENCIA_REDUZIDA
13,440,20.25,0.0,2.22,32.8,83.4,REDE_POTENCIA_REDUZIDA
13,445,20.33,0.0,2.22,32.4,83.7,REDE_POTENCIA_REDUZIDA
13,450,20.42,0.0,2.22,32.2,84.0,REDE_POTENCIA_REDUZIDA
13,455,20.5,0.0,2.22,32.3,84.2,REDE_POTENCIA_REDUZIDA
13,460,20.58,0.0,2.22,32.2,84.5,REDE_POTENCIA_REDUZIDA
13,465,20.67,0.0,2.22,32.2,84.8,REDE_POTENCIA_REDUZIDA
13,470,20.75,0.0,2.22,31.9,85.0,REDE_POTENCIA_REDUZIDA
13,475,20.83,0.0,2.22,31.8,85.3,REDE_POTENCIA_REDUZIDA
13,480,20.92,0.0,2.22,31.4,85.5,REDE_POTENCIA_REDUZIDA
13,485,21.0,0.0,2.22,31.2,85.8,REDE_POTENCIA_REDUZIDA
13,490,21.08,0.0,2.22,30.9,86.1,REDE_POTENCIA_REDUZIDA
13,495,21.17,0.0,2.22,30.7,86.3,REDE_POTENCIA_REDUZIDA
13,500,21.25,0.0,2.22,30.8,86.6,REDE_POTENCIA_REDUZIDA
13,505,21.33,0.0,2.22,30.9,86.9,REDE_POTENCIA_REDUZIDA
13,510,21.42,0.0,2.22,30.7,87.1,REDE_POTENCIA_REDUZIDA
13,515,21.5,0.0,2.22,30.9,87.4,REDE_POTENCIA_REDUZIDA
13,520,21.58,0.0,2.22,31.1,87.6,REDE_POTENCIA_REDUZIDA
13,525,21.67,0.0,2.22,30.9,87.9,REDE_POTENCIA_REDUZIDA
13,530,21.75,0.0,2.22,31.0,88.2,REDE_POTENCIA_REDUZIDA
13,535,21.83,0.0,2.22,30.8,88.4,REDE_POTENCIA_REDUZIDA
13,540,21.92,0.0,2.22,30.5,88.7,REDE_POTENCIA_REDUZIDA
13,545,22.0,0.0,2.22,30.4,88.9,REDE_POTENCIA_REDUZIDA
13,550,22.08,0.0,2.22,30.4,89.2,REDE_POTENCIA_REDUZIDA
13,555,22.17,0.0,2.22,30.3,89.5,REDE_POTENCIA_REDUZIDA
13,560,22.25,0.0,2.22,30.5,89.7,REDE_POTENCIA_REDUZIDA
13,565,22.33,0.0,2.22,30.4,90.0,REDE_POTENCIA_REDUZIDA
13,570,22.42,0.0,2.22,30.4,90.0,REDE_POTENCIA_REDUZIDA
14,5,13.0,8.42,7.4,35.2,24.9,SOLAR_TOTAL
14,10,13.08,7.38,7.4,36.5,26.8,HIBRIDO_SOLAR_REDE
14,15,13.17,8.16,7.4,37.7,28.7,SOLAR_TOTAL
14,20,13.25,9.4,7.4,38.7,30.5,SOLAR_TOTAL
14,25,13.33,8.02,7.4,39.7,32.4,SOLAR_TOTAL
14,30,13.42,8.63,7.4,40.5,34.3,SOLAR_TOTAL
14,35,13.5,8.74,7.4,41.6,36.2,SOLAR_TOTAL
14,40,13.58,8.04,7.4,42.6,38.1,SOLAR_TOTAL
14,45,13.67,7.43,7.4,43.0,40.0,SOLAR_TOTAL
14,50,13.75,7.02,7.4,43.6,41.8,HIBRIDO_SOLAR_REDE
14,55,13.83,7.51,7.4,44.1,43.7,SOLAR_TOTAL
14,60,13.92,7.24,7.4,44.7,45.6,HIBRIDO_SOLAR_REDE
14,65,14.0,7.71,7.4,45.5,47.5,SOLAR_TOTAL
14,70,14.08,7.6,3.7,45.6,48.4,REDUCAO_TERMICA
14,75,14.17,7.38,3.7,45.4,49.4,REDUCAO_TERMICA
14,80,14.25,6.83,3.7,45.1,50.3,REDUCAO_TERMICA
14,85,14.33,6.81,3.7,44.7,51.3,REDUCAO_TERMICA
14,90,14.42,7.97,3.7,44.3,52.2,REDUCAO_TERMICA
14,95,14.5,7.78,3.7,44.2,53.2,REDUCAO_TERMICA
14,100,14.58,7.76,3.7,44.2,54.1,REDUCAO_TERMICA
14,105,14.67,5.83,3.7,44.2,55.0,REDUCAO_TERMICA
14,110,14.75,6.99,3.7,44.3,56.0,REDUCAO_TERMICA
14,115,14.83,7.28,3.7,44.4,56.9,REDUCAO_TERMICA
14,120,14.92,6.29,3.7,44.0,57.9,REDUCAO_TERMICA
14,125,15.0,6.48,3.7,43.7,58.8,REDUCAO_TERMICA
14,130,15.08,6.24,3.7,43.4,59.8,REDUCAO_TERMICA
14,135,15.17,5.5,3.7,43.5,60.7,REDUCAO_TERMICA
14,140,15.25,6.54,3.7,43.2,61.6,REDUCAO_TERMICA
14,145,15.33,4.98,3.7,43.3,62.6,REDUCAO_TERMICA
14,150,15.42,4.84,3.7,43.4,63.5,REDUCAO_TERMICA
14,155,15.5,5.63,3.7,43.3,64.5,REDUCAO_TERMICA
14,160,15.58,4.89,3.7,43.3,65.4,REDUCAO_TERMICA
14,165,15.67,5.16,3.7,43.6,66.4,REDUCAO_TERMICA
14,170,15.75,4.5,3.7,43.5,67.3,REDUCAO_TERMICA
14,175,15.83,4.07,3.7,43.6,68.2,REDUCAO_TERMICA
14,180,15.92,4.56,3.7,43.3,69.2,REDUCAO_TERMICA
14,185,16.0,4.31,3.7,43.3,70.1,REDUCAO_TERMICA
14,190,16.08,4.02,3.7,43.3,71.1,REDUCAO_TERMICA
14,195,16.17,4.25,3.7,43.5,72.0,REDUCAO_TERMICA
14,200,16.25,3.73,3.7,43.2,72.9,REDUCAO_TERMICA
14,205,16.33,3.58,3.7,43.3,73.9,REDUCAO_TERMICA
14,210,16.42,3.51,3.7,43.2,74.8,REDUCAO_TERMICA
14,215,16.5,3.26,3.7,43.3,75.8,REDUCAO_TERMICA
14,220,16.58,3.35,3.7,43.4,76.7,REDUCAO_TERMICA
14,225,16.67,2.81,3.7,43.2,77.7,REDUCAO_TERMICA
14,230,16.75,2.46,3.7,42.9,78.6,REDUCAO_TERMICA
14,235,16.83,2.91,3.7,42.9,79.5,REDUCAO_TERMICA
14,240,16.92,2.65,3.7,42.8,80.5,REDUCAO_TERMICA
14,245,17.0,2.33,2.22,42.5,81.1,REDUCAO_TERMICA
14,250,17.08,1.95,2.22,42.5,81.6,REDUCAO_TERMICA
14,255,17.17,1.64,2.22,42.2,82.2,REDUCAO_TERMICA
14,260,17.25,1.67,2.22,41.7,82.7,REDUCAO_TERMICA
14,265,17.33,1.54,2.22,41.5,83.3,REDUCAO_TERMICA
14,270,17.42,1.28,2.22,41.4,83.9,REDUCAO_TERMICA
14,275,17.5,1.24,2.22,41.5,84.4,REDUCAO_TERMICA
14,280,17.58,1.08,2.22,41.5,85.0,REDUCAO_TERMICA
14,285,17.67,0.73,2.22,41.2,85.6,REDUCAO_TERMICA
14,290,17.75,0.6,2.22,41.1,86.1,REDUCAO_TERMICA
14,295,17.83,0.34,1.11,40.9,86.4,REDUCAO_TERMICA
14,300,17.92,0.19,2.22,41.0,87.0,REDE_POTENCIA_REDUZIDA
14,305,18.0,0.0,2.22,40.6,87.6,REDE_POTENCIA_REDUZIDA
14,310,18.08,0.0,2.22,40.3,88.1,REDE_POTENCIA_REDUZIDA
14,315,18.17,0.0,2.22,40.0,88.7,REDE_POTENCIA_REDUZIDA
14,320,18.25,0.0,2.22,39.7,89.3,REDE_POTENCIA_REDUZIDA
14,325,18.33,0.0,2.22,39.8,89.8,REDE_POTENCIA_REDUZIDA
14,330,18.42,0.0,2.22,39.6,90.0,REDE_POTENCIA_REDUZIDA
15,5,14.0,6.66,7.4,31.8,9.9,HIBRIDO_SOLAR_REDE
15,10,14.08,7.47,7.4,33.3,11.8,SOLAR_TOTAL
15,15,14.17,7.58,7.4,34.6,13.6,SOLAR_TOTAL
15,20,14.25,6.96,7.4,35.5,15.5,HIBRIDO_SOLAR_REDE
15,25,14.33,7.35,7.4,36.4,17.4,HIBRIDO_SOLAR_REDE
15,30,14.42,7.5,7.4,37.1,19.3,SOLAR_TOTAL
15,35,14.5,7.77,7.4,38.1,21.2,SOLAR_TOTAL
15,40,14.58,5.97,7.4,39.2,23.0,HIBRIDO_SOLAR_REDE
15,45,14.67,7.34,7.4,40.2,24.9,HIBRIDO_SOLAR_REDE
15,50,14.75,6.29,7.4,41.2,26.8,HIBRIDO_SOLAR_REDE
15,55,14.83,7.05,7.4,41.5,28.7,HIBRIDO_SOLAR_REDE
15,60,14.92,6.33,7.4,42.1,30.5,HIBRIDO_SOLAR_REDE
15,65,15.0,6.55,7.4,42.9,32.4,HIBRIDO_SOLAR_REDE
15,70,15.08,6.5,7.4,43.2,34.3,HIBRIDO_SOLAR_REDE
15,75,15.17,5.75,7.4,43.4,36.2,HIBRIDO_SOLAR_REDE
15,80,15.25,5.26,7.4,43.7,38.1,HIBRIDO_SOLAR_REDE
15,85,15.33,6.38,7.4,44.0,39.9,HIBRIDO_SOLAR_REDE
15,90,15.42,4.75,7.4,44.2,41.8,HIBRIDO_SOLAR_REDE
15,95,15.5,5.04,7.4,44.5,43.7,HIBRIDO_SOLAR_REDE
15,100,15.58,5.06,7.4,45.0,45.6,HIBRIDO_SOLAR_REDE
15,105,15.67,5.52,3.7,44.3,46.5,REDUCAO_TERMICA
15,110,15.75,4.6,3.7,43.7,47.5,REDUCAO_TERMICA
15,115,15.83,4.63,3.7,43.3,48.4,REDUCAO_TERMICA
15,120,15.92,4.51,3.7,43.1,49.3,REDUCAO_TERMICA
15,125,16.0,4.66,3.7,42.5,50.3,REDUCAO_TERMICA
15,130,16.08,4.53,3.7,42.1,51.2,REDUCAO_TERMICA
15,135,16.17,3.59,3.7,42.1,52.1,REDUCAO_TERMICA
15,140,16.25,3.41,3.7,42.0,53.1,REDUCAO_TERMICA
15,145,16.33,3.47,3.7,42.0,54.0,REDUCAO_TERMICA
15,150,16.42,3.05,3.7,42.0,55.0,REDUCAO_TERMICA
15,155,16.5,3.79,3.7,42.1,55.9,REDUCAO_TERMICA
15,160,16.58,3.58,3.7,41.7,56.8,REDUCAO_TERMICA
15,165,16.67,3.16,3.7,41.6,57.8,REDUCAO_TERMICA
15,170,16.75,2.88,3.7,41.5,58.7,REDUCAO_TERMICA
15,175,16.83,2.71,3.7,41.3,59.7,REDUCAO_TERMICA
15,180,16.92,2.16,3.7,40.8,60.6,REDUCAO_TERMICA
15,185,17.0,2.5,7.4,41.4,62.5,HIBRIDO_SOLAR_REDE
15,190,17.08,2.23,7.4,41.9,64.4,HIBRIDO_SOLAR_REDE
15,195,17.17,1.97,7.4,42.6,66.2,HIBRIDO_SOLAR_REDE
15,200,17.25,1.92,7.4,43.0,68.1,HIBRIDO_SOLAR_REDE
15,205,17.33,1.39,7.4,43.5,70.0,HIBRIDO_SOLAR_REDE
15,210,17.42,1.27,7.4,44.1,71.9,HIBRIDO_SOLAR_REDE
15,215,17.5,1.16,7.4,44.7,73.8,HIBRIDO_SOLAR_REDE
15,220,17.58,0.96,7.4,45.3,75.6,HIBRIDO_SOLAR_REDE
15,225,17.67,0.78,3.7,44.7,76.6,REDUCAO_TERMICA
15,230,17.75,0.65,3.7,44.2,77.5,REDUCAO_TERMICA
15,235,17.83,0.42,1.85,43.7,78.0,REDUCAO_TERMICA
15,240,17.92,0.17,1.85,43.0,78.4,REDUCAO_TERMICA
15,245,18.0,0.0,1.85,42.6,78.9,REDUCAO_TERMICA
15,250,18.08,0.0,1.85,42.2,79.4,REDUCAO_TERMICA
15,255,18.17,0.0,1.85,41.9,79.9,REDUCAO_TERMICA
15,260,18.25,0.0,1.85,41.3,80.3,REDUCAO_TERMICA
15,265,18.33,0.0,1.11,40.5,80.6,REDUCAO_TERMICA
15,270,18.42,0.0,2.22,40.3,81.2,REDE_POTENCIA_REDUZIDA
15,275,18.5,0.0,2.22,40.2,81.7,REDE_POTENCIA_REDUZIDA
15,280,18.58,0.0,2.22,39.9,82.3,REDE_POTENCIA_REDUZIDA
15,285,18.67,0.0,2.22,39.6,82.9,REDE_POTENCIA_REDUZIDA
15,290,18.75,0.0,2.22,39.3,83.4,REDE_POTENCIA_REDUZIDA
15,295,18.83,0.0,2.22,39.2,84.0,REDE_POTENCIA_REDUZIDA
15,300,18.92,0.0,2.22,38.9,84.6,REDE_POTENCIA_REDUZIDA
15,305,19.0,0.0,2.22,38.9,85.1,REDE_POTENCIA_REDUZIDA
15,310,19.08,0.0,2.22,38.5,85.7,REDE_POTENCIA_REDUZIDA
15,315,19.17,0.0,2.22,38.6,86.2,REDE_POTENCIA_REDUZIDA
15,320,19.25,0.0,2.22,38.3,86.8,REDE_POTENCIA_REDUZIDA
15,325,19.33,0.0,2.22,37.9,87.4,REDE_POTENCIA_REDUZIDA
15,330,19.42,0.0,2.22,37.5,87.9,REDE_POTENCIA_REDUZIDA
15,335,19.5,0.0,2.22,37.3,88.5,REDE_POTENCIA_REDUZIDA
15,340,19.58,0.0,2.22,37.4,89.1,REDE_POTENCIA_REDUZIDA
15,345,19.67,0.0,2.22,37.4,89.6,REDE_POTENCIA_REDUZIDA
15,350,19.75,0.0,2.22,37.4,90.0,REDE_POTENCIA_REDUZIDA
16,5,15.0,5.62,7.4,36.0,11.9,HIBRIDO_SOLAR_REDE
16,10,15.08,6.28,7.4,37.1,13.8,HIBRIDO_SOLAR_REDE
16,15,15.17,5.59,7.4,38.3,15.7,HIBRIDO_SOLAR_REDE
16,20,15.25,5.53,7.4,39.4,17.5,HIBRIDO_SOLAR_REDE
16,25,15.33,5.53,7.4,40.3,19.4,HIBRIDO_SOLAR_REDE
16,30,15.42,4.97,7.4,41.4,21.3,HIBRIDO_SOLAR_REDE
16,35,15.5,5.71,7.4,42.3,23.2,HIBRIDO_SOLAR_REDE
16,40,15.58,4.67,7.4,43.3,25.1,HIBRIDO_SOLAR_REDE
16,45,15.67,5.61,7.4,44.2,27.0,HIBRIDO_SOLAR_REDE
16,50,15.75,4.62,7.4,45.0,28.8,HIBRIDO_SOLAR_REDE
16,55,15.83,4.96,7.4,45.7,30.7,HIBRIDO_SOLAR_REDE
16,60,15.92,5.05,3.7,45.9,31.7,REDUCAO_TERMICA
16,65,16.0,4.69,3.7,45.9,32.6,REDUCAO_TERMICA
16,70,16.08,4.4,3.7,45.4,33.6,REDUCAO_TERMICA
16,75,16.17,3.49,3.7,45.6,34.5,REDUCAO_TERMICA
16,80,16.25,3.63,3.7,45.7,35.4,REDUCAO_TERMICA
16,85,16.33,3.49,3.7,45.6,36.4,REDUCAO_TERMICA
16,90,16.42,4.0,3.7,45.6,37.3,REDUCAO_TERMICA
16,95,16.5,3.65,3.7,45.6,38.3,REDUCAO_TERMICA
16,100,16.58,3.51,3.7,45.5,39.2,REDUCAO_TERMICA
16,105,16.67,2.6,3.7,45.7,40.2,REDUCAO_TERMICA
16,110,16.75,3.21,3.7,45.5,41.1,REDUCAO_TERMICA
16,115,16.83,2.68,3.7,45.3,42.0,REDUCAO_TERMICA
16,120,16.92,2.57,3.7,45.3,43.0,REDUCAO_TERMICA
16,125,17.0,2.49,3.7,45.2,43.9,REDUCAO_TERMICA
16,130,17.08,2.23,3.7,45.3,44.9,REDUCAO_TERMICA
16,135,17.17,1.71,3.7,45.4,45.8,REDUCAO_TERMICA
16,140,17.25,1.67,3.7,45.0,46.8,REDUCAO_TERMICA
16,145,17.33,1.59,3.7,44.8,47.7,REDUCAO_TERMICA
16,150,17.42,1.45,3.7,44.7,48.6,REDUCAO_TERMICA
16,155,17.5,1.01,3.7,44.9,49.6,REDUCAO_TERMICA
16,160,17.58,0.98,3.7,44.5,50.5,REDUCAO_TERMICA
16,165,17.67,0.81,3.7,44.5,51.5,REDUCAO_TERMICA
16,170,17.75,0.64,3.7,44.6,52.4,REDUCAO_TERMICA
16,175,17.83,0.36,1.85,44.0,52.9,REDUCAO_TERMICA
16,180,17.92,0.18,1.85,43.7,53.4,REDUCAO_TERMICA
16,185,18.0,0.0,1.85,43.4,53.8,REDUCAO_TERMICA
16,190,18.08,0.0,1.85,43.1,54.3,REDUCAO_TERMICA
16,195,18.17,0.0,1.85,42.5,54.8,REDUCAO_TERMICA
16,200,18.25,0.0,1.85,42.0,55.2,REDUCAO_TERMICA
16,205,18.33,0.0,1.85,41.7,55.7,REDUCAO_TERMICA
16,210,18.42,0.0,1.85,41.6,56.2,REDUCAO_TERMICA
16,215,18.5,0.0,1.85,41.1,56.6,REDUCAO_TERMICA
16,220,18.58,0.0,1.85,40.9,57.1,REDUCAO_TERMICA
16,225,18.67,0.0,3.7,40.9,58.1,REDE_POTENCIA_REDUZIDA
16,230,18.75,0.0,3.7,41.1,59.0,REDE_POTENCIA_REDUZIDA
16,235,18.83,0.0,3.7,41.5,59.9,REDE_POTENCIA_REDUZIDA
16,240,18.92,0.0,3.7,41.6,60.9,REDE_POTENCIA_REDUZIDA
16,245,19.0,0.0,3.7,42.1,61.8,REDE_POTENCIA_REDUZIDA
16,250,19.08,0.0,3.7,42.3,62.8,REDE_POTENCIA_REDUZIDA
16,255,19.17,0.0,3.7,42.2,63.7,REDE_POTENCIA_REDUZIDA
16,260,19.25,0.0,3.7,42.2,64.7,REDE_POTENCIA_REDUZIDA
16,265,19.33,0.0,3.7,42.3,65.6,REDE_POTENCIA_REDUZIDA
16,270,19.42,0.0,3.7,42.4,66.5,REDE_POTENCIA_REDUZIDA
16,275,19.5,0.0,3.7,42.5,67.5,REDE_POTENCIA_REDUZIDA
16,280,19.58,0.0,3.7,42.4,68.4,REDE_POTENCIA_REDUZIDA
16,285,19.67,0.0,3.7,42.3,69.4,REDE_POTENCIA_REDUZIDA
16,290,19.75,0.0,3.7,42.4,70.3,REDE_POTENCIA_REDUZIDA
16,295,19.83,0.0,3.7,42.6,71.3,REDE_POTENCIA_REDUZIDA
16,300,19.92,0.0,3.7,42.9,72.2,REDE_POTENCIA_REDUZIDA
16,305,20.0,0.0,3.7,43.0,73.1,REDE_POTENCIA_REDUZIDA
16,310,20.08,0.0,3.7,43.3,74.1,REDE_POTENCIA_REDUZIDA
16,315,20.17,0.0,3.7,43.5,75.0,REDE_POTENCIA_REDUZIDA
16,320,20.25,0.0,3.7,43.4,76.0,REDE_POTENCIA_REDUZIDA
16,325,20.33,0.0,3.7,43.5,76.9,REDE_POTENCIA_REDUZIDA
16,330,20.42,0.0,3.7,43.7,77.9,REDE_POTENCIA_REDUZIDA
16,335,20.5,0.0,3.7,43.5,78.8,REDE_POTENCIA_REDUZIDA
16,340,20.58,0.0,3.7,43.6,79.7,REDE_POTENCIA_REDUZIDA
16,345,20.67,0.0,3.7,43.4,80.7,REDE_POTENCIA_REDUZIDA
16,350,20.75,0.0,2.22,42.9,81.2,REDE_POTENCIA_REDUZIDA
16,355,20.83,0.0,2.22,42.9,81.8,REDE_POTENCIA_REDUZIDA
16,360,20.92,0.0,2.22,42.9,82.4,REDE_POTENCIA_REDUZIDA
16,365,21.0,0.0,2.22,43.0,82.9,REDE_POTENCIA_REDUZIDA
16,370,21.08,0.0,2.22,43.0,83.5,REDE_POTENCIA_REDUZIDA
16,375,21.17,0.0,2.22,42.9,84.1,REDE_POTENCIA_REDUZIDA
16,380,21.25,0.0,2.22,42.6,84.6,REDE_POTENCIA_REDUZIDA
16,385,21.33,0.0,2.22,42.3,85.2,REDE_POTENCIA_REDUZIDA
16,390,21.42,0.0,2.22,42.0,85.8,REDE_POTENCIA_REDUZIDA
16,395,21.5,0.0,2.22,41.8,86.3,REDE_POTENCIA_REDUZIDA
16,400,21.58,0.0,2.22,41.4,86.9,REDE_POTENCIA_REDUZIDA
16,405,21.67,0.0,2.22,41.2,87.5,REDE_POTENCIA_REDUZIDA
16,410,21.75,0.0,2.22,41.0,88.0,REDE_POTENCIA_REDUZIDA
16,415,21.83,0.0,2.22,41.2,88.6,REDE_POTENCIA_REDUZIDA
16,420,21.92,0.0,2.22,41.1,89.2,REDE_POTENCIA_REDUZIDA
16,425,22.0,0.0,2.22,40.7,89.7,REDE_POTENCIA_REDUZIDA
16,430,22.08,0.0,2.22,40.6,90.0,REDE_POTENCIA_REDUZIDA
17,5,13.0,7.48,7.4,33.4,32.9,SOLAR_TOTAL
17,10,13.08,7.45,7.4,34.6,34.8,SOLAR_TOTAL
17,15,13.17,9.45,7.4,35.7,36.7,SOLAR_TOTAL
17,20,13.25,8.72,7.4,37.0,38.5,SOLAR_TOTAL
17,25,13.33,8.01,7.4,38.1,40.4,SOLAR_TOTAL
17,30,13.42,7.21,7.4,39.0,42.3,HIBRIDO_SOLAR_REDE
17,35,13.5,7.69,7.4,40.0,44.2,SOLAR_TOTAL
17,40,13.58,7.62,7.4,40.5,46.1,SOLAR_TOTAL
17,45,13.67,7.15,7.4,41.1,48.0,HIBRIDO_SOLAR_REDE
17,50,13.75,8.22,7.4,41.9,49.8,SOLAR_TOTAL
17,55,13.83,7.24,7.4,42.9,51.7,HIBRIDO_SOLAR_REDE
17,60,13.92,6.76,7.4,43.7,53.6,HIBRIDO_SOLAR_REDE
17,65,14.0,8.38,7.4,44.0,55.5,SOLAR_TOTAL
17,70,14.08,7.46,7.4,44.5,57.4,SOLAR_TOTAL
17,75,14.17,8.1,7.4,45.1,59.3,SOLAR_TOTAL
17,80,14.25,6.78,3.7,44.5,60.2,REDUCAO_TERMICA
17,85,14.33,7.88,3.7,44.2,61.2,REDUCAO_TERMICA
17,90,14.42,6.3,3.7,43.9,62.1,REDUCAO_TERMICA
17,95,14.5,7.44,3.7,43.7,63.0,REDUCAO_TERMICA
17,100,14.58,7.76,3.7,43.7,64.0,REDUCAO_TERMICA
17,105,14.67,7.23,3.7,43.5,64.9,REDUCAO_TERMICA
17,110,14.75,5.77,3.7,43.4,65.9,REDUCAO_TERMICA
17,115,14.83,7.17,3.7,43.0,66.8,REDUCAO_TERMICA
17,120,14.92,6.36,3.7,42.9,67.8,REDUCAO_TERMICA
17,125,15.0,5.97,3.7,42.6,68.7,REDUCAO_TERMICA
17,130,15.08,5.88,3.7,42.2,69.6,REDUCAO_TERMICA
17,135,15.17,5.69,3.7,42.1,70.6,REDUCAO_TERMICA
17,140,15.25,6.49,3.7,42.0,71.5,REDUCAO_TERMICA
17,145,15.33,4.93,3.7,41.9,72.5,REDUCAO_TERMICA
17,150,15.42,5.23,3.7,42.0,73.4,REDUCAO_TERMICA
17,155,15.5,4.68,3.7,41.9,74.4,REDUCAO_TERMICA
17,160,15.58,5.48,3.7,42.1,75.3,REDUCAO_TERMICA
17,165,15.67,4.48,3.7,41.8,76.2,REDUCAO_TERMICA
17,170,15.75,4.68,3.7,41.8,77.2,REDUCAO_TERMICA
17,175,15.83,4.18,3.7,41.8,78.1,REDUCAO_TERMICA
17,180,15.92,4.93,3.7,42.0,79.1,REDUCAO_TERMICA
17,185,16.0,4.19,3.7,42.2,80.0,REDUCAO_TERMICA
17,190,16.08,4.79,2.22,42.0,80.6,REDUCAO_TERMICA
17,195,16.17,4.28,2.22,41.4,81.1,REDUCAO_TERMICA
17,200,16.25,3.6,2.22,40.9,81.7,REDUCAO_TERMICA
17,205,16.33,3.49,4.44,41.3,82.8,HIBRIDO_SOLAR_REDE
17,210,16.42,3.14,4.44,41.3,84.0,HIBRIDO_SOLAR_REDE
17,215,16.5,3.43,4.44,41.7,85.1,HIBRIDO_SOLAR_REDE
